"","Attrition","BusinessTravel","DailyRate","Department","EducationField","Gender","HourlyRate","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Age_Group","Env_Group","Years_Group","Edu_Group","WorkLife_Group","JobInvolvement_Group"
"784","No","Travel_Frequently","878","Research & Development","Medical","Male","43","1","Research Scientist","3","Divorced","3815","5972","Yes","17","3","4","5","3","2","0","Medium","High","Low","High","High","High"
"785","No","Travel_Rarely","832","Research & Development","Medical","Male","81","4","Healthcare Representative","4","Married","11103","20420","No","11","3","3","30","7","1","1","Old","High","High","High","Low","High"
"786","No","Travel_Frequently","791","Research & Development","Medical","Female","38","2","Healthcare Representative","2","Married","4244","9931","No","24","4","4","8","7","3","7","Medium","High","Low","Low","High","High"
"787","No","Travel_Rarely","866","Sales","Medical","Male","84","2","Sales Executive","1","Single","8463","23490","No","18","3","4","6","4","1","3","Young","High","Low","High","High","High"
"788","No","Travel_Rarely","556","Research & Development","Life Sciences","Female","93","2","Manufacturing Director","4","Married","5906","23888","No","13","3","4","10","8","3","8","Medium","Low","Low","Low","Low","Low"
"789","No","Travel_Rarely","584","Research & Development","Medical","Female","91","4","Manager","3","Married","17426","18685","No","25","4","3","36","8","4","7","Old","Low","High","High","High","High"
"790","Yes","Travel_Rarely","950","Sales","Marketing","Male","48","2","Sales Executive","4","Single","5828","8450","Yes","12","3","2","8","7","7","4","Young","High","Low","High","High","Low"
"791","No","Travel_Frequently","430","Research & Development","Life Sciences","Male","80","2","Laboratory Technician","4","Married","5309","21146","No","15","3","4","10","8","4","7","Young","Low","High","High","High","High"
"792","No","Travel_Rarely","465","Research & Development","Life Sciences","Male","56","1","Research Scientist","3","Divorced","2451","4609","No","12","3","1","13","8","1","8","Medium","Low","Low","High","High","High"
"793","No","Travel_Frequently","689","Sales","Medical","Male","35","2","Sales Executive","4","Divorced","4668","22812","No","17","3","4","9","7","0","7","Young","High","Low","Low","High","Low"
"794","No","Travel_Rarely","594","Research & Development","Technical Degree","Male","100","1","Laboratory Technician","4","Married","2523","19299","No","14","3","3","3","1","2","1","Young","High","Low","Low","High","High"
"795","Yes","Travel_Rarely","964","Sales","Life Sciences","Male","34","2","Sales Executive","2","Single","6735","12147","No","15","3","2","10","0","0","0","Young","Low","Low","Low","High","Low"
"796","No","Travel_Rarely","319","Research & Development","Medical","Male","39","3","Manufacturing Director","3","Married","7969","19609","Yes","14","3","3","28","4","0","4","Old","High","Low","High","High","Low"
"797","No","Travel_Rarely","738","Research & Development","Other","Male","30","1","Laboratory Technician","4","Single","3983","7621","No","17","3","3","4","2","2","2","Young","Low","Low","High","High","Low"
"798","No","Travel_Rarely","1401","Sales","Life Sciences","Female","56","1","Sales Representative","2","Married","3931","20990","No","11","3","1","6","3","1","2","Young","High","Low","Low","High","High"
"799","Yes","Travel_Frequently","1306","Sales","Marketing","Male","69","1","Sales Representative","2","Single","1878","8059","Yes","14","3","4","0","0","0","0","Young","Low","Low","High","High","High"
"800","No","Travel_Rarely","124","Research & Development","Other","Female","35","2","Healthcare Representative","2","Single","4107","13848","No","15","3","1","8","3","0","1","Medium","High","Low","High","Low","High"
"801","No","Travel_Rarely","809","Research & Development","Life Sciences","Male","36","4","Manager","3","Single","15379","22384","No","14","3","1","23","7","0","0","Old","High","Low","High","High","High"
"802","No","Travel_Rarely","1145","Research & Development","Medical","Female","75","1","Research Scientist","2","Married","3346","11873","Yes","20","4","2","9","0","0","0","Old","Low","Low","High","Low","Low"
"803","No","Travel_Rarely","644","Research & Development","Medical","Male","97","3","Healthcare Representative","1","Divorced","9396","12368","No","16","3","3","17","2","0","3","Medium","High","Low","High","High","High"
"804","No","Travel_Rarely","586","Sales","Medical","Male","48","2","Sales Executive","1","Divorced","4037","21816","No","22","4","1","9","8","0","8","Medium","Low","Low","High","High","High"
"805","Yes","Travel_Rarely","240","Human Resources","Human Resources","Male","58","1","Human Resources","3","Married","1555","11585","No","11","3","3","1","0","0","0","Young","High","Low","Low","High","Low"
"806","No","Travel_Rarely","1396","Research & Development","Life Sciences","Male","62","2","Laboratory Technician","2","Single","5914","9945","No","16","3","4","16","11","3","7","Medium","High","High","Low","High","High"
"807","No","Travel_Rarely","613","Research & Development","Medical","Male","42","3","Healthcare Representative","1","Married","9991","21457","No","15","3","1","9","7","1","7","Medium","High","Low","Low","High","Low"
"808","No","Travel_Rarely","1462","Sales","Medical","Male","38","3","Sales Executive","3","Married","8237","4658","No","11","3","1","11","6","7","6","Medium","High","Low","High","High","High"
"809","Yes","Travel_Rarely","813","Research & Development","Medical","Male","58","1","Laboratory Technician","4","Married","2436","22149","Yes","13","3","3","8","4","0","4","Medium","High","Low","High","Low","High"
"810","No","Travel_Rarely","905","Research & Development","Medical","Male","99","2","Laboratory Technician","4","Married","2741","16523","Yes","15","3","3","15","2","3","7","Medium","High","Low","Low","High","High"
"811","No","Travel_Rarely","942","Research & Development","Technical Degree","Female","53","3","Manager","3","Married","13116","22984","No","11","3","4","15","2","2","2","Old","Low","Low","High","High","High"
"812","No","Non-Travel","1146","Research & Development","Medical","Female","34","2","Healthcare Representative","4","Divorced","6667","16542","No","18","3","2","9","1","1","2","Young","High","Low","High","High","High"
"813","No","Travel_Rarely","581","Research & Development","Medical","Male","62","1","Research Scientist","3","Married","4401","17616","No","16","3","4","5","3","0","4","Young","High","Low","High","High","High"
"814","No","Travel_Frequently","379","Sales","Life Sciences","Male","48","2","Sales Executive","2","Married","6524","8891","No","14","3","4","10","8","5","3","Young","Low","High","Low","High","High"
"815","No","Travel_Rarely","1223","Research & Development","Medical","Female","50","5","Manager","3","Divorced","18606","18640","No","18","3","2","26","7","4","7","Old","High","Low","Low","High","High"
"816","No","Travel_Rarely","650","Research & Development","Medical","Male","37","1","Laboratory Technician","1","Married","2500","4344","No","14","3","4","5","3","0","2","Young","Low","Low","Low","High","High"
"817","No","Travel_Rarely","232","Research & Development","Technical Degree","Male","34","2","Manufacturing Director","4","Divorced","4262","22645","No","12","3","2","8","2","1","2","Young","High","Low","High","High","High"
"818","No","Travel_Rarely","827","Research & Development","Life Sciences","Female","33","2","Healthcare Representative","4","Single","7625","19383","No","13","3","3","10","7","1","8","Medium","Low","Low","High","Low","High"
"819","No","Travel_Rarely","1402","Sales","Life Sciences","Female","98","1","Sales Representative","3","Married","2430","26204","No","23","4","1","6","3","4","2","Medium","Low","Low","High","High","Low"
"820","No","Travel_Frequently","888","Human Resources","Human Resources","Male","71","2","Human Resources","3","Married","6077","14814","No","11","3","3","10","3","1","2","Medium","High","Low","High","High","High"
"821","No","Travel_Rarely","1355","Research & Development","Life Sciences","Male","78","3","Healthcare Representative","3","Single","10999","22245","No","14","3","2","27","11","4","8","Old","High","High","High","High","Low"
"822","No","Travel_Rarely","1490","Research & Development","Life Sciences","Male","35","3","Healthcare Representative","2","Divorced","10466","20948","No","14","3","2","29","7","0","7","Old","High","Low","High","High","High"
"823","No","Travel_Rarely","199","Research & Development","Life Sciences","Male","55","1","Research Scientist","3","Married","2539","7950","No","13","3","3","4","2","2","2","Young","High","Low","High","High","Low"
"824","No","Travel_Rarely","1274","Research & Development","Life Sciences","Male","33","3","Manufacturing Director","2","Divorced","10648","14394","No","25","4","4","13","8","0","8","Young","High","High","Low","High","High"
"825","No","Travel_Rarely","160","Research & Development","Medical","Female","51","1","Laboratory Technician","2","Single","3295","12862","No","13","3","3","3","2","1","2","Young","High","Low","Low","Low","High"
"826","No","Travel_Frequently","394","Sales","Life Sciences","Male","92","4","Manager","4","Married","16959","19494","Yes","12","3","4","25","12","4","12","Medium","High","High","Low","High","High"
"827","No","Travel_Rarely","1046","Research & Development","Technical Degree","Male","100","3","Healthcare Representative","4","Single","10496","2755","No","15","3","4","20","3","1","3","Old","High","Low","High","High","Low"
"828","No","Travel_Frequently","472","Research & Development","Technical Degree","Male","60","2","Manufacturing Director","1","Married","4298","9679","No","19","3","3","6","2","2","0","Young","High","Low","Low","High","Low"
"829","No","Travel_Frequently","945","Research & Development","Medical","Female","82","3","Manufacturing Director","1","Single","10880","5083","Yes","13","3","3","21","6","2","8","Medium","High","High","High","High","High"
"830","No","Travel_Rarely","589","Research & Development","Life Sciences","Male","79","2","Laboratory Technician","3","Married","5207","22949","Yes","12","3","2","15","14","5","7","Medium","Low","High","High","High","High"
"831","No","Travel_Frequently","897","Human Resources","Medical","Male","59","1","Human Resources","4","Married","2145","2097","No","14","3","4","3","2","2","1","Young","Low","Low","High","High","High"
"832","No","Travel_Rarely","783","Research & Development","Medical","Male","78","2","Research Scientist","1","Married","4284","13588","Yes","22","4","3","16","3","0","4","Medium","High","Low","High","High","High"
"833","No","Travel_Rarely","163","Sales","Marketing","Female","37","2","Sales Executive","4","Married","4051","19658","No","14","3","1","14","7","6","7","Old","Low","Low","High","High","High"
"834","No","Travel_Rarely","157","Research & Development","Medical","Male","95","1","Laboratory Technician","1","Single","2867","20006","No","13","3","4","8","7","7","6","Young","High","Low","High","Low","High"
"835","No","Travel_Rarely","1354","Research & Development","Medical","Female","45","3","Manager","1","Single","11631","5615","No","12","3","4","14","10","5","8","Medium","High","High","High","High","Low"
"836","No","Travel_Frequently","116","Research & Development","Other","Female","77","1","Laboratory Technician","2","Married","2743","7331","No","20","4","3","2","2","2","2","Young","High","Low","High","High","Low"
"837","No","Travel_Frequently","791","Research & Development","Medical","Male","44","1","Laboratory Technician","3","Single","2154","6842","Yes","11","3","3","5","2","0","2","Young","High","Low","High","Low","High"
